Customer_Name,Customer_Since_Date,ARR,Contract_Duration,Renewal_Date,Prediction_Point,Employee_Count,Annual_Revenue,Products_Purchased,Industry,Zip_Code,City,State,Latitude,Longitude,Churn
"Direct Net","2011-10-01","157207","12","2012-10-01","2012-04-01","51957","4389684733","premium_plus","banking","43772","Pleasant City","OH","39.9036834","-81.5454007","0"
"Direct Net","2011-10-01","71826","24","2014-10-01","2014-04-01","51957","4389684733","premium_plus","banking","43772","Pleasant City","OH","39.9036834","-81.5454007","0"
"Direct Net","2011-10-01","137593","24","2016-10-01","2016-04-01","51957","4389684733","premium_plus","banking","43772","Pleasant City","OH","39.9036834","-81.5454007","0"
"Direct Net","2011-10-01","212201","12","2017-10-01","2017-04-01","51957","4389684733","premium_plus","banking","43772","Pleasant City","OH","39.9036834","-81.5454007","0"
"Direct Net","2011-10-01","178280","36","2020-10-01","2020-04-01","51957","4389684733","premium_plus","banking","43772","Pleasant City","OH","39.9036834","-81.5454007","0"
"Direct Net","2011-10-01","307798","24","2022-10-01","2022-04-01","51957","4389684733","premium_plus","banking","43772","Pleasant City","OH","39.9036834","-81.5454007","1"
"Direct Omega","2019-12-01","95171","12","2020-12-01","2020-06-01","81240","6014111976","business_critical","energy","20736","Owings","MD","38.7124923","-76.60497036490531","0"
"Direct People","2019-05-01","97160","12","2020-05-01","2019-11-01","52664","6484393599","enterprise","energy","90174","Los Angeles","CA","34.0536909","-118.242766","0"
"Direct People","2019-05-01","159769","12","2021-05-01","2020-11-01","52664","6484393599","enterprise","energy","90174","Los Angeles","CA","34.0536909","-118.242766","0"
"Direct Research Telecom","2016-05-01","218913","12","2017-05-01","2016-11-01","44799","4111253365","enterprise","insurance","62535","Forsyth","IL","39.9325368","-88.9511912","0"
"Direct Research Telecom","2016-05-01","431033","12","2018-05-01","2017-11-01","44799","4111253365","enterprise","insurance","62535","Forsyth","IL","39.9325368","-88.9511912","1"
"Direct Resource Electronic","2012-12-01","10000","12","2013-12-01","2013-06-01","94650","10570701087","premium_plus","energy","99580","Ekwok","AK","59.3497222","-157.4752778","1"
"Direct Software Advanced","2014-03-01","71045","24","2016-03-01","2015-09-01","55984","5451443486","premium_plus","banking","76006","Arlington","TX","32.7355816","-97.1071186","1"
"Direct Source Analysis","2015-08-01","42343","12","2016-08-01","2016-02-01","55787","6520071163","premium_plus","telecom","48876","Potterville","MI","42.629203","-84.738874","1"
"Direct Telecom","2018-10-01","201723","12","2019-10-01","2019-04-01","70238","5424831356","premium_plus","other","80651","Platteville","CO","40.2149829","-104.8227494","1"
"Direct Telecom Pacific","2012-12-01","51424","12","2013-12-01","2013-06-01","73024","7811951789","business_critical","healthcare","76246","Greenwood","TX","33.3809465","-97.4744692","0"
"Direct Telecom Pacific","2012-12-01","12132","36","2016-12-01","2016-06-01","73024","7811951789","business_critical","healthcare","76246","Greenwood","TX","33.3809465","-97.4744692","0"
"Direct Telecom Pacific","2012-12-01","62477","36","2019-12-01","2019-06-01","73024","7811951789","business_critical","healthcare","76246","Greenwood","TX","33.3809465","-97.4744692","0"
"Direct Telecom Pacific","2012-12-01","30961","12","2020-12-01","2020-06-01","73024","7811951789","business_critical","healthcare","76246","Greenwood","TX","33.3809465","-97.4744692","0"
"Direct Telecom Pacific","2012-12-01","98300","12","2021-12-01","2021-06-01","73024","7811951789","business_critical","healthcare","76246","Greenwood","TX","33.3809465","-97.4744692","0"
"Direct Telecom Pacific","2012-12-01","50348","12","2022-12-01","2022-06-01","73024","7811951789","business_critical","healthcare","76246","Greenwood","TX","33.3809465","-97.4744692","0"
"Direct Universal Resource","2010-12-01","137244","36","2013-12-01","2013-06-01","11994","1168423538","enterprise","manufacturing","59821","Arlee","MT","47.1715025","-114.08542687688275","0"
"Direct Universal Resource","2010-12-01","146865","12","2014-12-01","2014-06-01","11994","1168423538","enterprise","manufacturing","59821","Arlee","MT","47.1715025","-114.08542687688275","1"
"Direct Virtual Contract","2012-05-01","101474","24","2014-05-01","2013-11-01","51468","6045926128","business_critical","energy","21015","Bel Air","MD","39.5797515","-78.8531893695222","0"
"Direct Virtual Contract","2012-05-01","171934","24","2016-05-01","2015-11-01","51468","6045926128","business_critical","energy","21015","Bel Air","MD","39.5797515","-78.8531893695222","0"
"Direct Virtual Contract","2012-05-01","129936","36","2019-05-01","2018-11-01","51468","6045926128","business_critical","energy","21015","Bel Air","MD","39.5797515","-78.8531893695222","0"
"Direct Virtual Contract","2012-05-01","15718","36","2022-05-01","2021-11-01","51468","6045926128","business_critical","energy","21015","Bel Air","MD","39.5797515","-78.8531893695222","0"
"East Advanced","2015-09-01","49127","24","2017-09-01","2017-03-01","52789","3706151018","premium_plus","financial services","87111","Albuquerque","NM","35.0841034","-106.650985","1"
"East Adventure","2011-10-01","79267","12","2012-10-01","2012-04-01","22360","2100043627","business_critical","healthcare","45334","Jackson Center","OH","40.4394935","-84.0402203","1"
"East Digital Galaxy","2014-06-01","162794","12","2015-06-01","2014-12-01","36558","4301720291","enterprise","energy","51461","Schleswig","IA","42.1652658","-95.4369432","1"
"East Future Design","2013-02-01","76886","12","2014-02-01","2013-08-01","44243","4853797271","enterprise","financial services","57188","Sioux Falls","SD","43.5488256","-96.7307737","1"
"East Future Provider","2013-02-01","111476","36","2016-02-01","2015-08-01","88690","9299022743","premium_plus","insurance","74850","Lamar","OK","35.09578125","-96.127602","1"
"East Internet Frontier","2017-09-01","98018","36","2020-09-01","2020-03-01","32147","2621339289","business_critical","healthcare","24732","Kellysville","WV","37.3448423","-80.9278601","1"
"East Max","2019-07-01","10000","36","2022-07-01","2022-01-01","27359","3338842374","enterprise","energy","82717","Gillette","WY","44.290635","-105.501876","0"
"East People Research","2015-01-01","241591","12","2016-01-01","2015-07-01","56976","6762543317","premium_plus","insurance","92074","Poway","CA","","","1"
"East Provider","2017-09-01","91921","12","2018-09-01","2018-03-01","240","19915452","premium_plus","manufacturing","42634","Parkers Lake","KY","36.839072","-84.481161","1"
"East Provider Advanced","2020-04-01","109889","24","2022-04-01","2021-10-01","37326","3873752044","enterprise","telecom","14227","Buffalo","NY","42.8867166","-78.8783922","0"
"East Solutions","2012-09-01","71873","36","2015-09-01","2015-03-01","58018","5165406836","enterprise","other","35123","Palmerdale","AL","33.738712","-86.6461003","0"
"East Solutions","2012-09-01","78590","12","2016-09-01","2016-03-01","58018","5165406836","enterprise","other","35123","Palmerdale","AL","33.738712","-86.6461003","0"
"East Solutions","2012-09-01","43600","12","2017-09-01","2017-03-01","58018","5165406836","enterprise","other","35123","Palmerdale","AL","33.738712","-86.6461003","0"
"East Solutions","2012-09-01","132314","12","2018-09-01","2018-03-01","58018","5165406836","enterprise","other","35123","Palmerdale","AL","33.738712","-86.6461003","0"
"East Solutions","2012-09-01","92113","12","2019-09-01","2019-03-01","58018","5165406836","enterprise","other","35123","Palmerdale","AL","33.738712","-86.6461003","0"
"East Solutions","2012-09-01","33256","24","2021-09-01","2021-03-01","58018","5165406836","enterprise","other","35123","Palmerdale","AL","33.738712","-86.6461003","0"
"East Systems","2012-01-01","151668","12","2013-01-01","2012-07-01","32702","3404342614","enterprise","telecom","55388","Watertown","MN","44.9636573","-93.8469916","1"
"East Vision","2020-08-01","263659","24","2022-08-01","2022-02-01","44354","4285405124","business_critical","manufacturing","23504","Norfolk","VA","36.8448348","-76.2863999","0"
"Electronic Adventure Hardware","2013-05-01","87588","36","2016-05-01","2015-11-01","24832","2809614914","business_critical","telecom","80042","Aurora","CO","60.1808721","24.97778212669524","1"
"Electronic Application","2013-09-01","188095","24","2015-09-01","2015-03-01","51936","3448061416","enterprise","insurance","34607","Spring Hill","FL","28.483576","-82.5338633376176","1"
"Electronic Building Construction","2013-02-01","192764","12","2014-02-01","2013-08-01","49738","6750850383","premium_plus","banking","62033","Gillespie","IL","39.1297692","-89.8195407","1"
"Electronic Design","2016-02-01","291899","12","2017-02-01","2016-08-01","87838","7774914886","premium_plus","other","30327","Atlanta","GA","33.7489924","-84.3902644","0"
"Electronic Design","2016-02-01","413990","12","2018-02-01","2017-08-01","87838","7774914886","premium_plus","other","30327","Atlanta","GA","33.7489924","-84.3902644","0"
"Electronic Design","2016-02-01","447451","12","2019-02-01","2018-08-01","87838","7774914886","premium_plus","other","30327","Atlanta","GA","33.7489924","-84.3902644","0"
"Electronic Design","2016-02-01","253414","36","2022-02-01","2021-08-01","87838","7774914886","premium_plus","other","30327","Atlanta","GA","33.7489924","-84.3902644","0"
"Electronic Digital Construction","2017-01-01","84994","24","2019-01-01","2018-07-01","66193","6195447132","enterprise","financial services","20740","College Park","MD","38.980666","-76.9369189","1"
"Electronic East Medicine","2017-10-01","75846","12","2018-10-01","2018-04-01","81581","11979298358","business_critical","healthcare","11731","East Northport","NY","40.8767648","-73.3245614","0"
"Electronic East Medicine","2017-10-01","68474","12","2019-10-01","2019-04-01","81581","11979298358","business_critical","healthcare","11731","East Northport","NY","40.8767648","-73.3245614","0"
"Electronic East Medicine","2017-10-01","123177","12","2020-10-01","2020-04-01","81581","11979298358","business_critical","healthcare","11731","East Northport","NY","40.8767648","-73.3245614","1"
"Electronic Frontier","2015-02-01","206304","12","2016-02-01","2015-08-01","58552","5937285021","business_critical","other","55765","Meadowlands","MN","47.071884","-92.732417","0"
"Electronic Frontier","2015-02-01","278935","12","2017-02-01","2016-08-01","58552","5937285021","business_critical","other","55765","Meadowlands","MN","47.071884","-92.732417","0"
"Electronic Frontier","2015-02-01","426704","36","2020-02-01","2019-08-01","58552","5937285021","business_critical","other","55765","Meadowlands","MN","47.071884","-92.732417","0"
"Electronic Frontier","2015-02-01","367716","36","2023-02-01","2022-08-01","58552","5937285021","business_critical","other","55765","Meadowlands","MN","47.071884","-92.732417","0"
"Electronic Hill","2011-12-01","83991","36","2014-12-01","2014-06-01","59698","6660296581","business_critical","energy","50574","Pocahontas","IA","42.7262681","-94.6477383","1"
"Electronic Max","2010-09-01","76480","12","2011-09-01","2011-03-01","93841","12821695285","premium_plus","other","22093","Ashburn","VA","39.030019100000004","-77.46964646557657","1"
"Electronic North","2020-11-01","128311","12","2021-11-01","2021-05-01","89409","10834758990","enterprise","manufacturing","30553","Lavonia","GA","34.4353309","-83.1071278","0"
"Electronic Omega South","2019-09-01","234733","12","2020-09-01","2020-03-01","12634","1257302489","enterprise","insurance","48265","Detroit","MI","42.3315509","-83.0466403","0"
"Electronic Omega South","2019-09-01","272644","12","2021-09-01","2021-03-01","12634","1257302489","enterprise","insurance","48265","Detroit","MI","42.3315509","-83.0466403","0"
"Electronic Solutions Max","2019-03-01","117178","12","2020-03-01","2019-09-01","11093","855466919","business_critical","healthcare","15337","Graysville","PA","33.617688","-86.9234733536097","1"
"Electronic Technology Omega","2020-02-01","94999","24","2022-02-01","2021-08-01","20109","1618733595","business_critical","financial services","40488","Waneta","KY","37.4745298","-84.0410396","1"
"Electronic Universal","2016-04-01","121222","12","2017-04-01","2016-10-01","76346","8000479858","business_critical","manufacturing","94289","Sacramento","CA","38.5810606","-121.493895","0"
"Electronic Universal","2016-04-01","137659","24","2019-04-01","2018-10-01","76346","8000479858","business_critical","manufacturing","94289","Sacramento","CA","38.5810606","-121.493895","0"
"Electronic Universal","2016-04-01","10000","24","2021-04-01","2020-10-01","76346","8000479858","business_critical","manufacturing","94289","Sacramento","CA","38.5810606","-121.493895","0"
"Electronics Atlantic Solutions","2014-03-01","107523","36","2017-03-01","2016-09-01","14583","1624984597","business_critical","other","94626","Oakland","CA","37.8044557","-122.271356","0"
"Electronics Atlantic Solutions","2014-03-01","59413","12","2018-03-01","2017-09-01","14583","1624984597","business_critical","other","94626","Oakland","CA","37.8044557","-122.271356","0"
"Electronics Atlantic Solutions","2014-03-01","128340","12","2019-03-01","2018-09-01","14583","1624984597","business_critical","other","94626","Oakland","CA","37.8044557","-122.271356","1"
"Electronics Contract","2014-02-01","73665","24","2016-02-01","2015-08-01","57358","7031687671","enterprise","telecom","78361","Hebbronville","TX","27.3103306","-98.6798475","1"
"Electronics Direct Venture","2013-08-01","144677","12","2014-08-01","2014-02-01","22501","2345139268","business_critical","other","61862","Penfield","IL","40.3033684","-87.9467009","1"
"Electronics Future","2020-12-01","77494","24","2022-12-01","2022-06-01","72240","5859622173","business_critical","healthcare","72640","Hasty","AR","36.0150759","-93.0476737","0"
"Electronics Galaxy Universal","2016-12-01","76372","24","2018-12-01","2018-06-01","46010","3228026130","premium_plus","retail","95012","Castroville","CA","36.764062249999995","-121.75170903912661","0"
"Electronics Galaxy Universal","2016-12-01","111074","12","2019-12-01","2019-06-01","46010","3228026130","premium_plus","retail","95012","Castroville","CA","36.764062249999995","-121.75170903912661","0"
"Electronics Galaxy Universal","2016-12-01","100023","36","2022-12-01","2022-06-01","46010","3228026130","premium_plus","retail","95012","Castroville","CA","36.764062249999995","-121.75170903912661","0"
"Electronics Max Galaxy","2015-08-01","171782","12","2016-08-01","2016-02-01","77867","8469091021","enterprise","manufacturing","77437","El Campo","TX","29.1966405","-96.2696867","0"
"Electronics Max Galaxy","2015-08-01","81937","36","2019-08-01","2019-02-01","77867","8469091021","enterprise","manufacturing","77437","El Campo","TX","29.1966405","-96.2696867","0"
"Electronics Max Galaxy","2015-08-01","220108","36","2022-08-01","2022-02-01","77867","8469091021","enterprise","manufacturing","77437","El Campo","TX","29.1966405","-96.2696867","0"
"Electronics Net","2011-10-01","35041","12","2012-10-01","2012-04-01","50405","5192858782","enterprise","insurance","03264","Plymouth","NH","43.757209","-71.688538","1"
"Electronics Net Network","2019-01-01","85932","24","2021-01-01","2020-07-01","66485","7619691789","business_critical","manufacturing","75258","Dallas","TX","","","0"
"Electronics Net Network","2019-01-01","154625","24","2023-01-01","2022-07-01","66485","7619691789","business_critical","manufacturing","75258","Dallas","TX","","","0"
"Electronics Net Pacific","2019-01-01","138240","12","2020-01-01","2019-07-01","79757","5984875702","enterprise","other","82003","Cheyenne","WY","41.139981","-104.820246","0"
"Electronics Net Pacific","2019-01-01","171328","24","2022-01-01","2021-07-01","79757","5984875702","enterprise","other","82003","Cheyenne","WY","41.139981","-104.820246","0"
"Electronics Pacific","2010-07-01","83022","12","2011-07-01","2011-01-01","70935","9228824351","enterprise","banking","62236","Columbia","IL","38.4428078","-90.1997949","0"
"Electronics Pacific","2010-07-01","53311","36","2014-07-01","2014-01-01","70935","9228824351","enterprise","banking","62236","Columbia","IL","38.4428078","-90.1997949","0"
"Electronics Pacific","2010-07-01","151689","36","2017-07-01","2017-01-01","70935","9228824351","enterprise","banking","62236","Columbia","IL","38.4428078","-90.1997949","0"
"Electronics Pacific","2010-07-01","65115","36","2020-07-01","2020-01-01","70935","9228824351","enterprise","banking","62236","Columbia","IL","38.4428078","-90.1997949","0"
"Electronics Pacific Research","2013-11-01","46324","36","2016-11-01","2016-05-01","39995","3406983802","business_critical","insurance","90066","Los Angeles","CA","34.0536909","-118.242766","0"
"Electronics Pacific Research","2013-11-01","37654","24","2018-11-01","2018-05-01","39995","3406983802","business_critical","insurance","90066","Los Angeles","CA","34.0536909","-118.242766","0"
"Electronics Pacific Research","2013-11-01","83130","24","2020-11-01","2020-05-01","39995","3406983802","business_critical","insurance","90066","Los Angeles","CA","34.0536909","-118.242766","0"
"Electronics Pacific Research","2013-11-01","39228","12","2021-11-01","2021-05-01","39995","3406983802","business_critical","insurance","90066","Los Angeles","CA","34.0536909","-118.242766","1"
"Electronics Pacific Source","2019-08-01","82421","12","2020-08-01","2020-02-01","93095","4697535669","business_critical","other","88122","Kenna","NM","33.8423111","-103.7719053","0"
"Electronics Provider Star","2012-07-01","44122","12","2013-07-01","2013-01-01","43431","3604335018","premium_plus","financial services","55145","Saint Paul","MN","44.9497487","-93.0931028","0"
"Electronics Provider Star","2012-07-01","56876","24","2015-07-01","2015-01-01","43431","3604335018","premium_plus","financial services","55145","Saint Paul","MN","44.9497487","-93.0931028","0"
"Electronics Provider Star","2012-07-01","67737","12","2016-07-01","2016-01-01","43431","3604335018","premium_plus","financial services","55145","Saint Paul","MN","44.9497487","-93.0931028","0"
"Electronics Provider Star","2012-07-01","38912","12","2017-07-01","2017-01-01","43431","3604335018","premium_plus","financial services","55145","Saint Paul","MN","44.9497487","-93.0931028","0"
"Electronics Signal Industries","2018-02-01","82100","24","2020-02-01","2019-08-01","24421","2490235383","enterprise","banking","70883","Baton Rouge","LA","30.4507936","-91.1391153","1"
"Electronics Speed Max","2015-09-01","190391","12","2016-09-01","2016-03-01","81975","8578290926","enterprise","insurance","36454","Lenox","AL","31.3365577","-87.1855331","0"
"Electronics Speed Max","2015-09-01","286897","12","2017-09-01","2017-03-01","81975","8578290926","enterprise","insurance","36454","Lenox","AL","31.3365577","-87.1855331","0"
"Electronics Speed Max","2015-09-01","305669","12","2018-09-01","2018-03-01","81975","8578290926","enterprise","insurance","36454","Lenox","AL","31.3365577","-87.1855331","0"
"Electronics Speed Max","2015-09-01","299494","12","2019-09-01","2019-03-01","81975","8578290926","enterprise","insurance","36454","Lenox","AL","31.3365577","-87.1855331","0"
"Electronics Star","2019-11-01","30259","24","2021-11-01","2021-05-01","90168","8794438464","enterprise","healthcare","99033","Tekoa","WA","47.2233681","-117.0708758","0"
"Electronics Star","2019-11-01","35964","12","2022-11-01","2022-05-01","90168","8794438464","enterprise","healthcare","99033","Tekoa","WA","47.2233681","-117.0708758","0"
"Electronics Vision","2012-05-01","123517","36","2015-05-01","2014-11-01","34669","3735054224","enterprise","insurance","71031","Goldonna","LA","32.0179438","-92.9080392","0"
"Electronics Vision","2012-05-01","146457","24","2017-05-01","2016-11-01","34669","3735054224","enterprise","insurance","71031","Goldonna","LA","32.0179438","-92.9080392","0"
"Electronics Vision","2012-05-01","136622","24","2019-05-01","2018-11-01","34669","3735054224","enterprise","insurance","71031","Goldonna","LA","32.0179438","-92.9080392","0"
"Federated Analysis Universal","2010-04-01","48345","12","2011-04-01","2010-10-01","89577","8548929752","premium_plus","telecom","97347","Grand Ronde","OR","45.060113","-123.609277","1"
"Federated Application Network","2018-07-01","110757","12","2019-07-01","2019-01-01","27862","3154683851","enterprise","retail","50381","Des Moines","IA","41.5910323","-93.6046655","0"
"Federated Application Network","2018-07-01","43780","12","2020-07-01","2020-01-01","27862","3154683851","enterprise","retail","50381","Des Moines","IA","41.5910323","-93.6046655","0"
"Federated Application Network","2018-07-01","182947","12","2021-07-01","2021-01-01","27862","3154683851","enterprise","retail","50381","Des Moines","IA","41.5910323","-93.6046655","0"
"Federated Application People","2016-11-01","272101","36","2019-11-01","2019-05-01","24135","2803980075","business_critical","insurance","12017","Austerlitz","NY","42.31520782032786","-73.45797621409835","0"
"Federated Application People","2016-11-01","231088","24","2021-11-01","2021-05-01","24135","2803980075","business_critical","insurance","12017","Austerlitz","NY","42.31520782032786","-73.45797621409835","0"
"Federated Application People","2016-11-01","172190","12","2022-11-01","2022-05-01","24135","2803980075","business_critical","insurance","12017","Austerlitz","NY","42.31520782032786","-73.45797621409835","0"
"Federated Digital","2014-08-01","93915","12","2015-08-01","2015-02-01","29908","3338813161","business_critical","telecom","76043","Glen Rose","TX","32.2340767","-97.7550003","0"
"Federated Digital","2014-08-01","83843","24","2017-08-01","2017-02-01","29908","3338813161","business_critical","telecom","76043","Glen Rose","TX","32.2340767","-97.7550003","0"
"Federated Digital","2014-08-01","38874","12","2018-08-01","2018-02-01","29908","3338813161","business_critical","telecom","76043","Glen Rose","TX","32.2340767","-97.7550003","0"
"Federated Digital","2014-08-01","62400","24","2020-08-01","2020-02-01","29908","3338813161","business_critical","telecom","76043","Glen Rose","TX","32.2340767","-97.7550003","0"
"Federated Digital","2014-08-01","109532","12","2021-08-01","2021-02-01","29908","3338813161","business_critical","telecom","76043","Glen Rose","TX","32.2340767","-97.7550003","0"
"Federated Electronic","2019-02-01","47607","12","2020-02-01","2019-08-01","94842","10091762048","enterprise","healthcare","44599","Youngstown","OH","41.0138963","-80.7598666","0"
"Federated Electronic","2019-02-01","40526","36","2023-02-01","2022-08-01","94842","10091762048","enterprise","healthcare","44599","Youngstown","OH","41.0138963","-80.7598666","0"
"Federated Galaxy Universal","2014-09-01","160688","12","2015-09-01","2015-03-01","98804","10519334234","enterprise","retail","28698","Zionville","NC","36.3348472","-81.7431667","0"
"Federated Galaxy Universal","2014-09-01","228631","12","2016-09-01","2016-03-01","98804","10519334234","enterprise","retail","28698","Zionville","NC","36.3348472","-81.7431667","1"
"Federated Net","2012-07-01","93692","12","2013-07-01","2013-01-01","59968","7013506323","enterprise","other","72106","Mayflower","AR","34.9570325","-92.4273785","1"
"Federated Network Galaxy","2018-06-01","87492","12","2019-06-01","2018-12-01","29521","2523081166","premium_plus","energy","36727","Campbell","AL","31.9234868","-87.9811207","1"
"Federated Network Hill","2012-03-01","147874","36","2015-03-01","2014-09-01","49593","4979163564","premium_plus","banking","57735","Edgemont","SD","43.301084","-103.825476","0"
"Federated Network Hill","2012-03-01","117016","12","2016-03-01","2015-09-01","49593","4979163564","premium_plus","banking","57735","Edgemont","SD","43.301084","-103.825476","0"
"Federated Network Hill","2012-03-01","97122","12","2017-03-01","2016-09-01","49593","4979163564","premium_plus","banking","57735","Edgemont","SD","43.301084","-103.825476","0"
"Federated Omega Hill","2014-03-01","120313","12","2015-03-01","2014-09-01","24253","2421289472","business_critical","energy","89318","Mc Gill","NV","36.126029","-115.090891","1"
"Federated Pacific Innovation","2011-07-01","46124","12","2012-07-01","2012-01-01","6750","829840968","enterprise","other","02171","Quincy","MA","42.2509914","-71.0037374","1"
"Federated Provider Vision","2020-10-01","172675","24","2022-10-01","2022-04-01","1215","143342929","premium_plus","insurance","01570","Webster","MA","42.0501373","-71.8803308","0"
"Federated Resource","2018-02-01","100253","24","2020-02-01","2019-08-01","39422","4810283850","premium_plus","insurance","18926","Gardenville","PA","","","1"
"Federated Software Research","2018-02-01","108228","12","2019-02-01","2018-08-01","50919","5080593367","business_critical","telecom","70734","Geismar","LA","30.2043633","-91.0226013","1"
"Federated Solutions","2015-08-01","66402","12","2016-08-01","2016-02-01","50229","3648051641","premium_plus","financial services","32735","Grand Island","FL","28.8824885","-81.7289657","1"
"Federated Solutions Adventure","2011-08-01","277746","12","2012-08-01","2012-02-01","40752","4060544264","premium_plus","telecom","24078","Collinsville","VA","36.721599999999995","-79.9120356382916","1"
"Federated South Vision","2016-08-01","141617","36","2019-08-01","2019-02-01","83833","8487546028","premium_plus","healthcare","15351","Nemacolin","PA","39.8784095","-79.9247754","0"
"Federated South Vision","2016-08-01","155579","12","2020-08-01","2020-02-01","83833","8487546028","premium_plus","healthcare","15351","Nemacolin","PA","39.8784095","-79.9247754","0"
"Federated South Vision","2016-08-01","164620","12","2021-08-01","2021-02-01","83833","8487546028","premium_plus","healthcare","15351","Nemacolin","PA","39.8784095","-79.9247754","0"
"Federated Virtual South","2019-07-01","68373","12","2020-07-01","2020-01-01","10429","542440997","premium_plus","telecom","33415","West Palm Beach","FL","26.715364","-80.0532942","1"
"Frontier Adventure Design","2016-11-01","50794","24","2018-11-01","2018-05-01","8589","716976407","enterprise","banking","05065","Sharon","VT","43.784976","-72.454834","1"
"Frontier Building","2010-03-01","88560","12","2011-03-01","2010-09-01","98743","10404854706","premium_plus","insurance","61565","Sparland","IL","41.0286474","-89.4384235","1"
"Frontier Building Resource","2020-04-01","10000","12","2021-04-01","2020-10-01","43529","3607090059","enterprise","energy","74450","Oktaha","OK","35.57604295","-95.47727735000001","0"
"Frontier Building Resource","2020-04-01","11198","12","2022-04-01","2021-10-01","43529","3607090059","enterprise","energy","74450","Oktaha","OK","35.57604295","-95.47727735000001","0"
"Frontier Electronic Construction","2014-11-01","10000","24","2016-11-01","2016-05-01","33119","3073305697","enterprise","insurance","31718","Bainbridge","GA","30.9038252","-84.5754768","1"
"Frontier Graphics","2014-10-01","20637","36","2017-10-01","2017-04-01","45653","4206945068","premium_plus","insurance","17237","Mont Alto","PA","39.8442593","-77.5583232","0"
"Frontier Graphics","2014-10-01","23474","12","2018-10-01","2018-04-01","45653","4206945068","premium_plus","insurance","17237","Mont Alto","PA","39.8442593","-77.5583232","0"
"Frontier Graphics","2014-10-01","36846","36","2021-10-01","2021-04-01","45653","4206945068","premium_plus","insurance","17237","Mont Alto","PA","39.8442593","-77.5583232","0"
"Frontier Net Data","2019-08-01","217462","24","2021-08-01","2021-02-01","16847","1756760834","premium_plus","healthcare","23091","Little Plymouth","VA","37.627365","-76.7927393","0"
"Frontier Provider Construction","2011-01-01","188112","12","2012-01-01","2011-07-01","25667","2455404920","enterprise","insurance","83676","Wilder","ID","43.6765486","-116.9118157","1"
"Frontier Resource","2020-06-01","133696","12","2021-06-01","2020-12-01","34081","2793156441","business_critical","other","16421","Harborcreek","PA","42.16983233630363","-79.94693548877888","0"
"Frontier Resource","2020-06-01","169507","12","2022-06-01","2021-12-01","34081","2793156441","business_critical","other","16421","Harborcreek","PA","42.16983233630363","-79.94693548877888","0"
"Frontier Resource Max","2020-10-01","161699","12","2021-10-01","2021-04-01","86574","5671586680","business_critical","banking","77060","Houston","TX","29.7589382","-95.3676974","0"
"Frontier Signal Analysis","2017-12-01","129152","12","2018-12-01","2018-06-01","35538","4557466988","premium_plus","telecom","10702","Yonkers","NY","40.9312099","-73.8987469","1"
"Frontier South","2018-05-01","73718","12","2019-05-01","2018-11-01","3052","329623468","business_critical","banking","06612","Easton","CT","41.2528738","-73.2973394","0"
"Frontier South","2018-05-01","83541","12","2020-05-01","2019-11-01","3052","329623468","business_critical","banking","06612","Easton","CT","41.2528738","-73.2973394","0"
"Frontier Star","2017-09-01","115862","24","2019-09-01","2019-03-01","18259","1916426552","business_critical","other","12759","Loch Sheldrake","NY","41.7700906","-74.6571048","0"
"Frontier Star","2017-09-01","114327","24","2021-09-01","2021-03-01","18259","1916426552","business_critical","other","12759","Loch Sheldrake","NY","41.7700906","-74.6571048","0"
"Frontier Star","2017-09-01","121457","12","2022-09-01","2022-03-01","18259","1916426552","business_critical","other","12759","Loch Sheldrake","NY","41.7700906","-74.6571048","0"
"Frontier Studio Venture","2011-06-01","176391","12","2012-06-01","2011-12-01","67378","7503592538","business_critical","financial services","75360","Dallas","TX","32.7762719","-96.7968559","0"
"Frontier Studio Venture","2011-06-01","170752","24","2014-06-01","2013-12-01","67378","7503592538","business_critical","financial services","75360","Dallas","TX","32.7762719","-96.7968559","1"
"Future Consulting Hill","2015-07-01","154066","24","2017-07-01","2017-01-01","33997","3565170453","premium_plus","banking","65759","Taneyville","MO","36.7414488","-93.0343439","1"
"Future Data People","2011-06-01","189688","12","2012-06-01","2011-12-01","75237","8279968004","enterprise","banking","42256","Lewisburg","KY","36.9864336","-86.9472194","1"
"Future Electronics","2012-11-01","200472","12","2013-11-01","2013-05-01","94821","11742343875","enterprise","energy","48901","Lansing","MI","42.7337712","-84.5553805","0"
"Future Electronics","2012-11-01","182028","12","2014-11-01","2014-05-01","94821","11742343875","enterprise","energy","48901","Lansing","MI","42.7337712","-84.5553805","0"
"Future Electronics","2012-11-01","161808","12","2015-11-01","2015-05-01","94821","11742343875","enterprise","energy","48901","Lansing","MI","42.7337712","-84.5553805","0"
"Future Electronics","2012-11-01","321942","12","2016-11-01","2016-05-01","94821","11742343875","enterprise","energy","48901","Lansing","MI","42.7337712","-84.5553805","0"
"Future Hardware Construction","2017-08-01","247848","12","2018-08-01","2018-02-01","48884","3201542991","business_critical","banking","23479","Virginia Beach","VA","36.8529841","-75.9774183","0"
"Future Hardware Construction","2017-08-01","309950","12","2019-08-01","2019-02-01","48884","3201542991","business_critical","banking","23479","Virginia Beach","VA","36.8529841","-75.9774183","0"
"Future Hardware Construction","2017-08-01","549772","24","2021-08-01","2021-02-01","48884","3201542991","business_critical","banking","23479","Virginia Beach","VA","36.8529841","-75.9774183","0"
