Customer_Name,Customer_Since_Date,ARR,Contract_Duration,Renewal_Date,Prediction_Point,Employee_Count,Annual_Revenue,Industry,State,City,Zip_Code,Latitude,Longitude,Products_Purchased,Churn,Customer_Succes_Manager,"CSAT (270 days count)","CSAT[Customer_Review] (270 days tokens)","CSAT[Customer_Review] (latest)","CSAT[Net_Promoter_Score] (270 days avg)","CSAT[Net_Promoter_Score] (270 days missing count)","CSAT[Net_Promoter_Score] (latest)","Customers (5 years count)","Customers[ARR] (5 years avg)","Customers[ARR] (5 years missing count)","Customers[Contract_Duration] (5 years avg)","Customers[Contract_Duration] (5 years counts)","Customers[Contract_Duration] (5 years most frequent)","Customers[Contract_Duration] (5 years unique count)","Customers[Customer_Succes_Manager] (5 years counts)","Customers[Customer_Succes_Manager] (5 years most frequent)","Customers[Customer_Succes_Manager] (5 years unique count)","Customers[Products_Purchased] (5 years count of business_essentials)","Customers[Products_Purchased] (5 years count of enterprise)","Customers[Products_Purchased] (5 years count of starter_pack)","Customers[Products_Purchased] (5 years most frequent)","Customers[Products_Purchased] (5 years unique count)","Prediction_Point (days from Product_Usage[Activity_Timestamp]) (1 month avg)","Prediction_Point (days from Product_Usage[Activity_Timestamp]) (1 month missing count)","Prediction_Point (days from Product_Usage[Activity_Timestamp]) (180 days avg)","Prediction_Point (days from Product_Usage[Activity_Timestamp]) (180 days missing count)","Product_Usage (1 month count)","Product_Usage (180 days count)","Product_Usage (days since previous event by Customer_Name) (1 month avg)","Product_Usage (days since previous event by Customer_Name) (1 month missing count)","Product_Usage (days since previous event by Customer_Name) (180 days avg)","Product_Usage (days since previous event by Customer_Name) (180 days missing count)","Product_Usage[Activity_Type] (1 month counts)","Product_Usage[Activity_Type] (1 month most frequent)","Product_Usage[Activity_Type] (1 month unique count)","Product_Usage[Activity_Type] (180 days counts)","Product_Usage[Activity_Type] (180 days most frequent)","Product_Usage[Activity_Type] (180 days unique count)","Product_Usage[UserID] (1 month counts)","Product_Usage[UserID] (1 month most frequent)","Product_Usage[UserID] (1 month unique count)","Product_Usage[UserID] (180 days counts)","Product_Usage[UserID] (180 days most frequent)","Product_Usage[UserID] (180 days unique count)"
"Power Software",2010-04-01,110185,12,2021-04-01,2020-10-01,142807,11473094842,other,IL,Evanston,60204,42.0447388,-87.6930459,starter_pack,0,"Jonnie Prado",1,"{""for"" : 1.0, ""superb"" : 1.0, ""this"" : 2.0, ""in"" : 1.0, ""is"" : 3.0, ""ram"" : 1.0, ""am"" : 1.0, ""flipkart"" : 2.0, ""touch"" : 1.0, ""so"" : 2.0, ""our"" : 1.0, ""thanks"" : 2.0, ""us"" : 1.0, ""camera"" : 1.0, ""awesome"" : 1.0, ""clearity"" : 1.0, ""1s"" : 1.0, ""nice"" : 1.0, ""service"" : 1.0, ""to"" : 2.0, ""also"" : 1.0, ""satisfied"" : 1.0, ""cool"" : 1.0, ""with"" : 1.0, ""give"" : 1.0, ""budget"" : 1.0, ""storage"" : 1.0, ""redmi"" : 1.0, ""great"" : 1.0, ""and"" : 4.0, ""phone"" : 2.0, ""product"" : 3.0}","Thanks to Flipkart to give us awesome product in our budget,Redmi 1s is superb product this phone touch is so cool,And camera clearity is so nice and also phone storage and ram.I am satisfied with this product.And thanks flipkart for great service.",10.0,0,10,3,100477.0,0,24.0,"{""36"" : 1.0, ""12"" : 1.0, ""24"" : 1.0}",12,3.0,"{""Alonso Houle"" : 1.0, ""Eusebio Lutz"" : 1.0, ""Jonnie Prado"" : 1.0}","Alonso Houle",3.0,2.0,0.0,1.0,business_essentials,2.0,10.49537,0,61.6995,0,3,14,7.601389,1,13.239,1,"{""launch a job"" : 1.0, ""create report"" : 1.0, ""upload data"" : 1.0}","create report",3.0,"{""build a chart"" : 3.0, ""upload data"" : 5.0, ""launch a job"" : 2.0, ""create report"" : 1.0, ""invite team member"" : 3.0}","upload data",5.0,"{""ID_27342"" : 1.0, ""ID_23793"" : 1.0, ""ID_36271"" : 1.0}",ID_23793,3.0,"{""ID_27342"" : 2.0, ""ID_37811"" : 2.0, ""ID_39517"" : 1.0, ""ID_28564"" : 2.0, ""ID_36271"" : 1.0, ""ID_36079"" : 2.0, ""ID_23793"" : 3.0, ""ID_16748"" : 1.0}",ID_23793,8.0
"Power Software",2010-04-01,52508,24,2023-04-01,2022-10-01,142807,11473094842,other,IL,Evanston,60204,42.0447388,-87.6930459,enterprise,0,"Rosa Groves",0,,"I had a doubt initially when I was trying to register for the sale but after some consideration went ahead and bought it. And I don't regret my decision. The phone is amazing with best features in this price. Camera quality is Good for 8MP. The touch and feel is also good. Performance has been fine , its been almost 1 week since I bought it. There is one improvement I would suggest, the software patch for heating issue is available then why don't xiaomi send an updated phone. We still had to...",,,9,3,102001.0,0,20.0,"{""12"" : 2.0, ""36"" : 1.0}",12,2.0,"{""Eusebio Lutz"" : 1.0, ""Jonnie Prado"" : 1.0, ""Alonso Houle"" : 1.0}","Alonso Houle",3.0,1.0,0.0,2.0,starter_pack,2.0,15.9206,0,95.06287,0,3,13,9.348958,1,13.26505,1,"{""share report"" : 1.0, ""create report"" : 2.0}","create report",2.0,"{""build a chart"" : 4.0, ""launch a job"" : 1.0, ""run analysis"" : 1.0, ""download report"" : 2.0, ""create report"" : 2.0, ""share report"" : 2.0, ""download data"" : 1.0}","build a chart",7.0,"{""ID_33529"" : 1.0, ""ID_12613"" : 2.0}",ID_12613,2.0,"{""ID_27342"" : 1.0, ""ID_29654"" : 1.0, ""ID_12613"" : 3.0, ""ID_36079"" : 1.0, ""ID_23793"" : 2.0, ""ID_28173"" : 2.0, ""ID_33529"" : 2.0, ""ID_16748"" : 1.0}",ID_12613,8.0
"Power Solutions Virtual",2015-02-01,164801,24,2017-02-01,2016-08-01,118459,19629609051,retail,VA,"Natural Bridge Station",24579,37.6209679,,starter_pack,1,"Chastity Sorenson",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,104.8667,0,0,9,,,15.24071,1,,,0.0,"{""build a chart"" : 1.0, ""launch a job"" : 2.0, ""sign in"" : 1.0, ""run analysis"" : 1.0, ""create report"" : 2.0, ""invite team member"" : 2.0}","create report",6.0,,,0.0,"{""ID_29582"" : 1.0, ""ID_26732"" : 1.0, ""ID_26093"" : 1.0, ""ID_12473"" : 1.0, ""ID_32982"" : 2.0, ""ID_29330"" : 1.0, ""ID_17496"" : 1.0, ""ID_33718"" : 1.0}",ID_32982,8.0
"Power Source Systems",2010-06-01,165272,36,2013-06-01,2012-12-01,64127,5676429380,insurance,CO,Arvada,80001,39.8005505,-105.0811573,business_essentials,0,"Tammi Manns",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,10.17199,0,103.7497,0,3,23,2.241319,1,7.658302,1,"{""build a chart"" : 1.0, ""invite team member"" : 1.0, ""sign in"" : 1.0}","build a chart",3.0,"{""build a chart"" : 1.0, ""upload data"" : 2.0, ""launch a job"" : 3.0, ""sign in"" : 3.0, ""run analysis"" : 1.0, ""create report"" : 1.0, ""invite team member"" : 5.0, ""share report"" : 3.0, ""download data"" : 4.0}","invite team member",9.0,"{""ID_35477"" : 1.0, ""ID_39609"" : 1.0, ""ID_37800"" : 1.0}",ID_35477,3.0,"{""ID_25063"" : 3.0, ""ID_30829"" : 2.0, ""ID_19564"" : 4.0, ""ID_14513"" : 1.0, ""ID_25552"" : 1.0, ""ID_25160"" : 1.0, ""ID_35477"" : 5.0, ""ID_37800"" : 2.0, ""ID_22465"" : 1.0, ""ID_39609"" : 3.0}",ID_35477,10.0
"Power Source Systems",2010-06-01,248866,12,2014-06-01,2013-12-01,64127,5676429380,insurance,CO,Arvada,80001,39.8005505,-105.0811573,business_essentials,0,"Gregory Hammer",1,"{""quality"" : 1.0, ""in"" : 1.0, ""is"" : 3.0, ""style"" : 1.0, ""good"" : 1.0, ""it"" : 1.0, ""camera"" : 1.0, ""awsome"" : 1.0, ""moblie"" : 1.0, ""there"" : 1.0, ""on"" : 1.0, ""happy"" : 1.0, ""my"" : 1.0, ""cost"" : 1.0, ""loved"" : 2.0, ""quazlity"" : 1.0, ""budget"" : 1.0, ""liked"" : 1.0, ""call"" : 1.0, ""very"" : 1.0, ""hey"" : 1.0, ""of"" : 1.0, ""and"" : 3.0, ""themes"" : 1.0, ""the"" : 6.0}","Hey !! I loved it. I liked the moblie style and the themes and there is very good quality on the call..... :-) and the cost is in my budget.....I 'm happy....I loved the quazlity of the camera is awsome ....",8.0,0,8,1,165272.0,0,36.0,"{""36"" : 1.0}",36,1.0,"{""Tammi Manns"" : 1.0}","Tammi Manns",1.0,1.0,0.0,0.0,business_essentials,1.0,23.73264,0,88.72321,0,7,28,2.251736,1,5.98624,1,"{""share report"" : 1.0, ""upload data"" : 1.0, ""run analysis"" : 5.0}","run analysis",3.0,"{""build a chart"" : 2.0, ""upload data"" : 4.0, ""launch a job"" : 1.0, ""sign in"" : 2.0, ""run analysis"" : 9.0, ""create report"" : 2.0, ""invite team member"" : 1.0, ""share report"" : 3.0, ""download data"" : 4.0}","run analysis",9.0,"{""ID_30829"" : 1.0, ""ID_35733"" : 2.0, ""ID_27983"" : 1.0, ""ID_22465"" : 1.0, ""ID_39609"" : 2.0}",ID_35733,5.0,"{""ID_30829"" : 5.0, ""ID_28089"" : 2.0, ""ID_35733"" : 3.0, ""ID_19564"" : 1.0, ""ID_14513"" : 2.0, ""ID_25552"" : 1.0, ""ID_27983"" : 2.0, ""ID_15539"" : 1.0, ""ID_25160"" : 2.0, ""ID_35477"" : 2.0, ""ID_20477"" : 1.0, ""ID_13102"" : 1.0, ""ID_22465"" : 3.0, ""ID_39609"" : 2.0}",ID_30829,14.0
"Power Source Systems",2010-06-01,186853,12,2015-06-01,2014-12-01,64127,5676429380,insurance,CO,Arvada,80001,39.8005505,-105.0811573,starter_pack,0,"Simone Rutter",1,"{""this"" : 1.0, ""have"" : 1.0, ""but"" : 1.0, ""it"" : 1.0, ""earphone"" : 1.0, ""alrady"" : 1.0, ""worth"" : 1.0, ""again"" : 1.0, ""money"" : 1.0, ""boughy"" : 1.0, ""of"" : 1.0}","worth of money.....I have alrady this earphone but I boughy again it.",5.0,0,5,2,207069.0,0,24.0,"{""36"" : 1.0, ""12"" : 1.0}",12,2.0,"{""Tammi Manns"" : 1.0, ""Gregory Hammer"" : 1.0}","Gregory Hammer",2.0,2.0,0.0,0.0,business_essentials,1.0,17.3283,0,89.65881,0,4,29,7.157176,1,6.121404,1,"{""download report"" : 1.0, ""upload data"" : 2.0, ""download data"" : 1.0}","upload data",3.0,"{""build a chart"" : 2.0, ""upload data"" : 4.0, ""launch a job"" : 1.0, ""sign in"" : 4.0, ""run analysis"" : 3.0, ""download report"" : 4.0, ""create report"" : 2.0, ""invite team member"" : 4.0, ""share report"" : 3.0, ""download data"" : 2.0}","download report",10.0,"{""ID_36377"" : 1.0, ""ID_25063"" : 1.0, ""ID_14513"" : 1.0, ""ID_35477"" : 1.0}",ID_14513,4.0,"{""ID_25063"" : 3.0, ""ID_30829"" : 1.0, ""ID_28089"" : 1.0, ""ID_35733"" : 1.0, ""ID_36377"" : 2.0, ""ID_19564"" : 1.0, ""ID_14513"" : 2.0, ""ID_25552"" : 2.0, ""ID_27983"" : 3.0, ""ID_15539"" : 1.0, ""ID_35477"" : 2.0, ""ID_13102"" : 1.0, ""ID_37800"" : 3.0, ""ID_22465"" : 2.0, ""ID_39609"" : 4.0}",ID_39609,15.0
"Power Source Systems",2010-06-01,185896,36,2018-06-01,2017-12-01,64127,5676429380,insurance,CO,Arvada,80001,39.8005505,-105.0811573,enterprise,0,"Maura Jeter",0,,"Using this phone since one month and pretty satisfied with the performance. best phone at this price range...even does not look like a budget phone as the display pixels are quite good and Crystal clear.earlier observed lots of review about battery heating but after updating no issue seems.internet browsing is very fastthis phone fulfill all the requirements which are essential in an ideal phonelast but not the least: kho jae to koi gum nahi..for those who lost the phones frequently",,,8,3,200330.3,0,20.0,"{""12"" : 2.0, ""36"" : 1.0}",12,2.0,"{""Simone Rutter"" : 1.0, ""Gregory Hammer"" : 1.0, ""Tammi Manns"" : 1.0}","Gregory Hammer",3.0,2.0,0.0,1.0,business_essentials,2.0,17.33495,0,90.88313,0,3,24,11.33264,1,7.458424,1,"{""sign in"" : 1.0, ""create report"" : 1.0, ""run analysis"" : 1.0}","create report",3.0,"{""build a chart"" : 1.0, ""upload data"" : 5.0, ""launch a job"" : 1.0, ""sign in"" : 2.0, ""run analysis"" : 1.0, ""download report"" : 3.0, ""create report"" : 4.0, ""invite team member"" : 3.0, ""share report"" : 2.0, ""download data"" : 2.0}","upload data",10.0,"{""ID_25160"" : 1.0, ""ID_22465"" : 1.0, ""ID_19564"" : 1.0}",ID_19564,3.0,"{""ID_25063"" : 1.0, ""ID_30829"" : 1.0, ""ID_36377"" : 1.0, ""ID_19564"" : 3.0, ""ID_25552"" : 2.0, ""ID_15539"" : 1.0, ""ID_25160"" : 2.0, ""ID_35477"" : 1.0, ""ID_20477"" : 1.0, ""ID_13102"" : 2.0, ""ID_37800"" : 5.0, ""ID_22465"" : 2.0, ""ID_39609"" : 2.0}",ID_37800,13.0
"Power Source Systems",2010-06-01,86915,12,2019-06-01,2018-12-01,64127,5676429380,insurance,CO,Arvada,80001,39.8005505,-105.0811573,business_essentials,0,"Arturo Hilliard",1,"{""for"" : 1.0, ""costy"" : 1.0, ""is"" : 1.0, ""yes"" : 1.0, ""but"" : 1.0, ""awesome"" : 1.0, ""go"" : 1.0, ""sound"" : 1.0, ""more"" : 1.0, ""really"" : 1.0, ""scullcandy"" : 2.0, ""of"" : 2.0, ""product"" : 1.0}","Yes, sound of scullcandy is really awesome but go for more costy product of scullcandy.",3.0,0,3,3,207205.0,0,20.0,"{""36"" : 1.0, ""12"" : 2.0}",12,2.0,"{""Maura Jeter"" : 1.0, ""Simone Rutter"" : 1.0, ""Gregory Hammer"" : 1.0}","Gregory Hammer",3.0,1.0,1.0,1.0,business_essentials,3.0,12.29421,0,96.23337,0,3,20,11.41319,1,9.198465,1,"{""create report"" : 1.0, ""run analysis"" : 1.0, ""launch a job"" : 1.0}","create report",3.0,"{""build a chart"" : 3.0, ""upload data"" : 1.0, ""launch a job"" : 3.0, ""run analysis"" : 4.0, ""download report"" : 3.0, ""create report"" : 3.0, ""invite team member"" : 2.0, ""download data"" : 1.0}","run analysis",8.0,"{""ID_19564"" : 1.0, ""ID_28089"" : 1.0, ""ID_14513"" : 1.0}",ID_14513,3.0,"{""ID_25063"" : 1.0, ""ID_30829"" : 3.0, ""ID_28089"" : 1.0, ""ID_35733"" : 2.0, ""ID_36377"" : 1.0, ""ID_19564"" : 3.0, ""ID_14513"" : 1.0, ""ID_27983"" : 1.0, ""ID_25160"" : 1.0, ""ID_35477"" : 2.0, ""ID_20477"" : 1.0, ""ID_22465"" : 2.0, ""ID_39609"" : 1.0}",ID_19564,13.0
"Power Source Systems",2010-06-01,351879,36,2022-06-01,2021-12-01,64127,5676429380,insurance,CO,Arvada,80001,39.8005505,-105.0811573,enterprise,0,"Eusebio Lutz",0,,"Good product. I've updated the OS immediately. I'm using this product from 1 month . Till now , I dint face any kind of heating issue. Front cam is awesome. Rear cam is above avg.1 GB RAM and 8 GB ROM is fine for me. UI is mindblowing.100% worth for its price.",,,5,2,136405.5,0,24.0,"{""12"" : 1.0, ""36"" : 1.0}",12,2.0,"{""Arturo Hilliard"" : 1.0, ""Maura Jeter"" : 1.0}","Arturo Hilliard",2.0,1.0,1.0,0.0,business_essentials,2.0,7.913542,0,113.4388,0,2,11,1.939583,1,16.91549,1,"{""launch a job"" : 1.0, ""create report"" : 1.0}","create report",2.0,"{""upload data"" : 1.0, ""launch a job"" : 3.0, ""sign in"" : 1.0, ""run analysis"" : 2.0, ""create report"" : 2.0, ""share report"" : 2.0}","launch a job",6.0,"{""ID_22465"" : 1.0, ""ID_25063"" : 1.0}",ID_22465,2.0,"{""ID_25063"" : 1.0, ""ID_35733"" : 1.0, ""ID_36377"" : 1.0, ""ID_19564"" : 2.0, ""ID_27983"" : 1.0, ""ID_15539"" : 1.0, ""ID_25160"" : 1.0, ""ID_20477"" : 1.0, ""ID_37800"" : 1.0, ""ID_22465"" : 1.0}",ID_19564,10.0
"Power Speed",2013-08-01,150021,12,2014-08-01,2014-02-01,16908,1998635046,banking,OH,"Jackson Center",45334,40.4394935,-84.0402203,enterprise,0,"Isaac Sonnier",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,15.10347,0,78.72422,0,9,25,3.166319,1,7.134404,1,"{""build a chart"" : 1.0, ""upload data"" : 2.0, ""sign in"" : 1.0, ""download report"" : 2.0, ""create report"" : 1.0, ""share report"" : 1.0, ""download data"" : 1.0}","download report",7.0,"{""build a chart"" : 1.0, ""upload data"" : 5.0, ""launch a job"" : 2.0, ""sign in"" : 2.0, ""run analysis"" : 3.0, ""download report"" : 3.0, ""create report"" : 2.0, ""invite team member"" : 1.0, ""share report"" : 3.0, ""download data"" : 3.0}","upload data",10.0,"{""ID_23711"" : 2.0, ""ID_29543"" : 1.0, ""ID_22994"" : 1.0, ""ID_29508"" : 1.0, ""ID_32521"" : 1.0, ""ID_29408"" : 1.0, ""ID_34777"" : 2.0}",ID_23711,7.0,"{""ID_24256"" : 1.0, ""ID_27747"" : 1.0, ""ID_23711"" : 2.0, ""ID_11758"" : 1.0, ""ID_29543"" : 2.0, ""ID_22994"" : 1.0, ""ID_18333"" : 4.0, ""ID_29508"" : 2.0, ""ID_26099"" : 2.0, ""ID_18777"" : 1.0, ""ID_32521"" : 3.0, ""ID_29408"" : 2.0, ""ID_34777"" : 3.0}",ID_18333,13.0
"Power Speed",2013-08-01,114611,24,2016-08-01,2016-02-01,16908,1998635046,banking,OH,"Jackson Center",45334,40.4394935,-84.0402203,business_essentials,1,"Kira Sharpe",0,,"The phone works perfectly as expected. Has a little heating issue, but which smart phone doesn't. An awesome buy. Can't expect more for 6k.",,,7,1,150021.0,0,12.0,"{""12"" : 1.0}",12,1.0,"{""Isaac Sonnier"" : 1.0}","Isaac Sonnier",1.0,0.0,1.0,0.0,enterprise,1.0,0.2638889,0,100.6821,0,1,17,,1,10.81076,1,"{""invite team member"" : 1.0}","invite team member",1.0,"{""build a chart"" : 2.0, ""upload data"" : 1.0, ""launch a job"" : 2.0, ""sign in"" : 1.0, ""run analysis"" : 1.0, ""download report"" : 3.0, ""create report"" : 2.0, ""invite team member"" : 2.0, ""share report"" : 1.0, ""download data"" : 2.0}","download report",10.0,"{""ID_32521"" : 1.0}",ID_32521,1.0,"{""ID_24256"" : 2.0, ""ID_11758"" : 3.0, ""ID_29543"" : 1.0, ""ID_22994"" : 1.0, ""ID_29508"" : 3.0, ""ID_26099"" : 1.0, ""ID_32521"" : 2.0, ""ID_29408"" : 2.0, ""ID_34777"" : 2.0}",ID_11758,9.0
"Power Speed Star",2011-07-01,10000,12,2012-07-01,2012-01-01,6767,836171047,other,NC,Fayetteville,28302,35.0525759,-78.878292,enterprise,1,"Arturo Hilliard",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,23.31389,0,103.9284,0,2,20,9.540278,1,8.420431,1,"{""sign in"" : 1.0, ""launch a job"" : 1.0}","launch a job",2.0,"{""upload data"" : 2.0, ""launch a job"" : 4.0, ""sign in"" : 2.0, ""run analysis"" : 1.0, ""download report"" : 2.0, ""create report"" : 4.0, ""invite team member"" : 2.0, ""share report"" : 2.0, ""download data"" : 1.0}","create report",9.0,"{""ID_28783"" : 1.0, ""ID_33774"" : 1.0}",ID_28783,2.0,"{""ID_13921"" : 4.0, ""ID_28783"" : 4.0, ""ID_33774"" : 3.0, ""ID_33530"" : 1.0, ""ID_37949"" : 1.0, ""ID_20528"" : 3.0, ""ID_33603"" : 4.0}",ID_13921,7.0
"Power Systems Source",2018-08-01,154390,12,2019-08-01,2019-02-01,82880,5843011787,retail,MO,Houstonia,65333,38.8989062,-93.3582645,enterprise,1,"Kayla Dobbins",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,104.0237,0,0,8,,,14.54484,1,,,0.0,"{""build a chart"" : 1.0, ""upload data"" : 1.0, ""launch a job"" : 1.0, ""create report"" : 2.0, ""invite team member"" : 2.0, ""share report"" : 1.0}","create report",6.0,,,0.0,"{""ID_23118"" : 1.0, ""ID_30950"" : 1.0, ""ID_18815"" : 2.0, ""ID_30617"" : 1.0, ""ID_23398"" : 1.0, ""ID_27485"" : 1.0, ""ID_21221"" : 1.0}",ID_18815,7.0
"Power Technology Omega",2015-07-01,125777,36,2018-07-01,2018-01-01,62964,5673307833,other,AR,Murfreesboro,71958,34.0623308,,starter_pack,0,"Chastity Sorenson",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,11.12755,0,77.89147,0,3,14,6.991319,1,13.04995,1,"{""sign in"" : 1.0, ""download data"" : 1.0, ""create report"" : 1.0}","create report",3.0,"{""build a chart"" : 1.0, ""launch a job"" : 1.0, ""sign in"" : 2.0, ""run analysis"" : 4.0, ""download report"" : 1.0, ""create report"" : 2.0, ""share report"" : 1.0, ""download data"" : 2.0}","run analysis",8.0,"{""ID_38705"" : 1.0, ""ID_14194"" : 1.0, ""ID_25604"" : 1.0}",ID_14194,3.0,"{""ID_27958"" : 1.0, ""ID_13936"" : 1.0, ""ID_14685"" : 2.0, ""ID_38705"" : 4.0, ""ID_21817"" : 1.0, ""ID_12651"" : 1.0, ""ID_27079"" : 1.0, ""ID_14194"" : 1.0, ""ID_25604"" : 2.0}",ID_38705,9.0
"Power Technology Omega",2015-07-01,67792,24,2020-07-01,2020-01-01,62964,5673307833,other,AR,Murfreesboro,71958,34.0623308,,enterprise,0,"Kayla Dobbins",0,,"Overall the phone is good Just sometime it doesn’t ring during a call",,,9,1,125777.0,0,36.0,"{""36"" : 1.0}",36,1.0,"{""Chastity Sorenson"" : 1.0}","Chastity Sorenson",1.0,0.0,0.0,1.0,starter_pack,1.0,,,136.5792,0,0,4,,,39.48356,1,,,0.0,"{""share report"" : 1.0, ""launch a job"" : 1.0, ""create report"" : 1.0, ""invite team member"" : 1.0}","create report",4.0,,,0.0,"{""ID_13732"" : 2.0, ""ID_12651"" : 1.0, ""ID_26696"" : 1.0}",ID_13732,3.0
"Power Technology Omega",2015-07-01,136419,24,2022-07-01,2022-01-01,62964,5673307833,other,AR,Murfreesboro,71958,34.0623308,,starter_pack,0,"Hillary Cuellar",0,,"Amazing flipkart Amazing apple",,,6,2,96784.5,0,30.0,"{""36"" : 1.0, ""24"" : 1.0}",24,2.0,"{""Chastity Sorenson"" : 1.0, ""Kayla Dobbins"" : 1.0}","Chastity Sorenson",2.0,0.0,1.0,1.0,enterprise,2.0,10.15278,0,90.15677,0,1,4,,1,52.69514,1,"{""build a chart"" : 1.0}","build a chart",1.0,"{""sign in"" : 1.0, ""build a chart"" : 1.0, ""download data"" : 2.0}","download data",3.0,"{""ID_26696"" : 1.0}",ID_26696,1.0,"{""ID_13936"" : 2.0, ""ID_26696"" : 1.0, ""ID_12651"" : 1.0}",ID_13936,3.0
"Power Technology Vision",2012-04-01,73389,24,2014-04-01,2013-10-01,106254,9690514200,telecom,SC,Beaufort,29904,32.3850708,-80.6923169,starter_pack,0,"Patrica Wolfe",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,14.34111,0,86.14465,0,5,30,5.284896,1,6.118558,1,"{""build a chart"" : 1.0, ""launch a job"" : 1.0, ""download report"" : 1.0, ""create report"" : 1.0, ""invite team member"" : 1.0}","build a chart",5.0,"{""build a chart"" : 3.0, ""upload data"" : 2.0, ""launch a job"" : 4.0, ""sign in"" : 4.0, ""run analysis"" : 1.0, ""download report"" : 6.0, ""create report"" : 4.0, ""invite team member"" : 1.0, ""share report"" : 3.0, ""download data"" : 2.0}","download report",10.0,"{""ID_33539"" : 1.0, ""ID_22966"" : 1.0, ""ID_13551"" : 2.0, ""ID_30173"" : 1.0}",ID_13551,4.0,"{""ID_21754"" : 1.0, ""ID_35995"" : 3.0, ""ID_13551"" : 2.0, ""ID_33539"" : 4.0, ""ID_26744"" : 1.0, ""ID_12335"" : 1.0, ""ID_30173"" : 3.0, ""ID_34680"" : 1.0, ""ID_22966"" : 2.0, ""ID_15444"" : 2.0, ""ID_39433"" : 1.0, ""ID_11257"" : 1.0, ""ID_24821"" : 1.0, ""ID_33719"" : 2.0, ""ID_26977"" : 1.0, ""ID_10226"" : 3.0, ""ID_27433"" : 1.0}",ID_33539,17.0
"Power Technology Vision",2012-04-01,78356,12,2015-04-01,2014-10-01,106254,9690514200,telecom,SC,Beaufort,29904,32.3850708,-80.6923169,enterprise,0,"Patrica Wolfe",1,"{""no"" : 1.0, ""word"" : 1.0, ""awsmmmm"" : 1.0, ""say"" : 1.0}","AwsMmmm   n No word 2 say ..",2.0,0,2,1,73389.0,0,24.0,"{""24"" : 1.0}",24,1.0,"{""Patrica Wolfe"" : 1.0}","Patrica Wolfe",1.0,0.0,0.0,1.0,starter_pack,1.0,18.49444,0,80.03621,0,5,28,5.983854,1,6.430041,1,"{""run analysis"" : 1.0, ""invite team member"" : 3.0, ""launch a job"" : 1.0}","invite team member",3.0,"{""build a chart"" : 1.0, ""upload data"" : 3.0, ""launch a job"" : 5.0, ""sign in"" : 2.0, ""run analysis"" : 4.0, ""download report"" : 4.0, ""create report"" : 2.0, ""invite team member"" : 4.0, ""share report"" : 1.0, ""download data"" : 2.0}","launch a job",10.0,"{""ID_33539"" : 1.0, ""ID_26744"" : 1.0, ""ID_22966"" : 1.0, ""ID_24617"" : 1.0, ""ID_27433"" : 1.0}",ID_22966,5.0,"{""ID_21754"" : 2.0, ""ID_35995"" : 4.0, ""ID_33539"" : 2.0, ""ID_26744"" : 4.0, ""ID_12335"" : 1.0, ""ID_30173"" : 1.0, ""ID_22966"" : 1.0, ""ID_15444"" : 2.0, ""ID_24617"" : 2.0, ""ID_33719"" : 3.0, ""ID_33834"" : 2.0, ""ID_26977"" : 2.0, ""ID_10226"" : 1.0, ""ID_27433"" : 1.0}",ID_26744,14.0
"Power Technology Vision",2012-04-01,107323,36,2018-04-01,2017-10-01,106254,9690514200,telecom,SC,Beaufort,29904,32.3850708,-80.6923169,starter_pack,0,"Chastity Sorenson",0,,"Everything is good except the charger stopped working on the 3rd day. So Now I have to go to the service Center because of someone’s fault.",,,2,2,75872.5,0,18.0,"{""24"" : 1.0, ""12"" : 1.0}",12,2.0,"{""Patrica Wolfe"" : 2.0}","Patrica Wolfe",1.0,0.0,1.0,1.0,enterprise,2.0,12.46563,0,87.63978,0,4,25,6.783565,1,6.921672,1,"{""download report"" : 1.0, ""run analysis"" : 1.0, ""upload data"" : 1.0, ""create report"" : 1.0}","create report",4.0,"{""build a chart"" : 3.0, ""upload data"" : 2.0, ""launch a job"" : 2.0, ""run analysis"" : 4.0, ""download report"" : 3.0, ""create report"" : 2.0, ""invite team member"" : 4.0, ""share report"" : 4.0, ""download data"" : 1.0}","invite team member",9.0,"{""ID_35995"" : 1.0, ""ID_33719"" : 2.0, ""ID_10226"" : 1.0}",ID_33719,3.0,"{""ID_21754"" : 1.0, ""ID_35995"" : 1.0, ""ID_13551"" : 3.0, ""ID_33539"" : 3.0, ""ID_26744"" : 2.0, ""ID_12335"" : 1.0, ""ID_30173"" : 1.0, ""ID_22966"" : 1.0, ""ID_15444"" : 1.0, ""ID_39433"" : 2.0, ""ID_24821"" : 1.0, ""ID_33719"" : 4.0, ""ID_33834"" : 3.0, ""ID_10226"" : 1.0}",ID_33719,14.0
